SID SYS SCR N 
52 trans.de -0.209779706329508 15 
268 trans.de -1.19650739079359 15 
93 trans.de -1.38604024442765 15 
33 trans.de -0.722534298547565 15 
148 trans.de 0.318081889690599 15 
307 trans.de -0.0376787897528301 15 
79 trans.de -0.41588207417719 15 
11 trans.de -0.346241496731319 15 
22 trans.de -0.0112179991907256 15 
168 trans.de -0.920024235067127 15 
16 trans.de -0.597921249699038 15 
176 trans.de 0.549132745907726 15 
295 trans.de 0.168807980763038 15 
50 trans.de -0.232525150285518 15 
9 trans.de 0.398050694252641 15 
236 trans.de -0.564210910366435 15 
320 trans.de 0.452296997217315 15 
97 trans.de 0.431726479017337 15 
276 trans.de 0.285000122052143 15 
299 trans.de -0.704381240243529 15 
113 trans.de -1.02955965131704 15 
228 trans.de -0.174573384489668 15 
302 trans.de -0.0208165250483624 15 
5 trans.de -0.852115686703518 15 
265 trans.de 0.653971200299517 15 
121 trans.de -0.18532955403738 15 
217 trans.de -0.867613842095561 15 
157 trans.de 0.52688694266289 15 
279 trans.de 0.241084175408465 15 
262 trans.de -0.0973943731456534 15 
