SID SYS SCR N 
208 trans.ro 83.2 10 
98 trans.ro 44.1 10 
261 trans.ro 32 10 
328 trans.ro 72.3 10 
210 trans.ro 65.1 10 
154 trans.ro 74 10 
279 trans.ro 36.6 10 
301 trans.ro 27.7 10 
334 trans.ro 29.7 10 
307 trans.ro 35.1 10 
295 trans.ro 42.8 10 
306 trans.ro 61.2 10 
326 trans.ro 36.2 10 
274 trans.ro 62.1 10 
145 trans.ro 47.6 10 
264 trans.ro 87.2 10 
28 trans.ro 34.5 10 
271 trans.ro 44.6 10 
226 trans.ro 37.2 10 
93 trans.ro 44.6 10 
104 trans.ro 74.3 10 
35 trans.ro 37.4 10 
112 trans.ro 21.9 10 
268 trans.ro 30.5 10 
323 trans.ro 31.6 10 
294 trans.ro 66.6 10 
209 trans.ro 53.6 10 
266 trans.ro 50.9 10 
27 trans.ro 26.2 10 
276 trans.ro 38.7 10 
40 trans.ro 28.8 10 
61 trans.ro 28.2 10 
203 trans.ro 23.9 10 
338 trans.ro 29.8 10 
286 trans.ro 71.8 10 
172 trans.ro 28.5 10 
89 trans.ro 33.9 10 
241 trans.ro 58.7 10 
137 trans.ro 23.7 10 
253 trans.ro 38.9 10 
78 trans.ro 32.7 10 
192 trans.ro 48 10 
80 trans.ro 28.6 10 
91 trans.ro 30.9 10 
116 trans.ro 33.8 10 
335 trans.ro 53.9 10 
332 trans.ro 49.3 10 
287 trans.ro 43.5 10 
243 trans.ro 88.9 10 
168 trans.ro 64.6 10 
92 trans.ro 48.7 10 
204 trans.ro 76.1 10 
219 trans.ro 45.9 10 
59 trans.ro 31.1 10 
321 trans.ro 19.2 10 
322 trans.ro 54.7 10 
103 trans.ro 40.7 10 
238 trans.ro 50 10 
55 trans.ro 61.1 10 
37 trans.ro 28.9 10 
227 trans.ro 60.2 10 
300 trans.ro 51.8 10 
34 trans.ro 7.1 10 
269 trans.ro 57.5 10 
262 trans.ro 34.5 10 
76 trans.ro 51.9 10 
102 trans.ro 18.6 10 
30 trans.ro 44 10 
228 trans.ro 85.4 10 
217 trans.ro 66.7 10 
206 trans.ro 65.8 10 
123 trans.ro 51.5 10 
177 trans.ro 65 10 
221 trans.ro 51.1 10 
45 trans.ro 74.4 10 
69 trans.ro 35.5 10 
175 trans.ro 55.2 10 
237 trans.ro 17.4 10 
151 trans.ro 70.3 10 
220 trans.ro 60.7 10 
230 trans.ro 52.1 10 
258 trans.ro 36.9 10 
231 trans.ro 57.8 10 
153 trans.ro 26 10 
2 trans.ro 73.5 10 
297 trans.ro 52.5 10 
162 trans.ro 37.2 10 
180 trans.ro 46.9 10 
189 trans.ro 27.7 10 
50 trans.ro 47.2 10 
256 trans.ro 43.2 10 
33 trans.ro 37.1 10 
339 trans.ro 37.7 10 
144 trans.ro 88.2 10 
345 trans.ro 31.3 10 
21 trans.ro 40.7 10 
95 trans.ro 75.4 10 
329 trans.ro 63.4 10 
99 trans.ro 49.6 10 
9 trans.ro 35.3 10 
126 trans.ro 45.6 10 
142 trans.ro 24 10 
31 trans.ro 26.4 10 
187 trans.ro 87.3 10 
317 trans.ro 26.7 10 
62 trans.ro 34.8 10 
244 trans.ro 44.9 10 
81 trans.ro 35.4 10 
255 trans.ro 40.2 10 
199 trans.ro 70.6 10 
245 trans.ro 46.1 10 
140 trans.ro 75.8 10 
83 trans.ro 30 10 
48 trans.ro 41 10 
272 trans.ro 72.8 10 
72 trans.ro 88.3 10 
7 trans.ro 28.7 10 
68 trans.ro 31.7 10 
149 trans.ro 60.9 10 
198 trans.ro 54.6 10 
101 trans.ro 16.5 10 
285 trans.ro 57 10 
39 trans.ro 24.4 10 
58 trans.ro 29.1 10 
84 trans.ro 19.6 10 
273 trans.ro 93.7 10 
52 trans.ro 38.7 10 
114 trans.ro 21.1 10 
348 trans.ro 34.8 10 
265 trans.ro 95.5 10 
109 trans.ro 94.2 10 
202 trans.ro 46.9 10 
125 trans.ro 50.3 10 
86 trans.ro 38.3 10 
159 trans.ro 34.4 10 
146 trans.ro 22.5 10 
94 trans.ro 36.6 10 
196 trans.ro 42.6 10 
251 trans.ro 54.9 10 
11 trans.ro 33.3 10 
73 trans.ro 43.6 10 
331 trans.ro 59.8 10 
131 trans.ro 33.2 10 
242 trans.ro 41.6 10 
341 trans.ro 24.3 10 
49 trans.ro 53.5 10 
236 trans.ro 34.2 10 
318 trans.ro 76.1 10 
46 trans.ro 27.2 10 
223 trans.ro 74.5 10 
156 trans.ro 80 10 
270 trans.ro 35.2 10 
164 trans.ro 52.3 10 
127 trans.ro 71.8 10 
309 trans.ro 64.2 10 
143 trans.ro 33 10 
110 trans.ro 42.2 10 
213 trans.ro 78.3 10 
229 trans.ro 10.4 10 
14 trans.ro 22.9 10 
22 trans.ro 32.8 10 
201 trans.ro 17.1 10 
292 trans.ro 39.2 10 
79 trans.ro 30 10 
88 trans.ro 47.1 10 
310 trans.ro 70.8 10 
60 trans.ro 49.9 10 
343 trans.ro 37.4 10 
211 trans.ro 63.8 10 
77 trans.ro 27.4 10 
15 trans.ro 45.3 10 
139 trans.ro 27.2 10 
319 trans.ro 38.9 10 
41 trans.ro 34.5 10 
181 trans.ro 79 10 
325 trans.ro 60 10 
128 trans.ro 46.9 10 
304 trans.ro 55.5 10 
124 trans.ro 53.7 10 
157 trans.ro 49.6 10 
349 trans.ro 38.4 10 
107 trans.ro 20.6 10 
8 trans.ro 38.9 10 
29 trans.ro 29.3 10 
302 trans.ro 34.7 10 
65 trans.ro 30.9 10 
